Complaint_ID,User_Name,Location,Input_Type,Complaint_Text,Category,Severity,Status,Date,Accuracy
CMP800181,User_93408,Chennai,Mobile App,The E-Seva center in our area remains closed during official working hours.,Government Service Delivery Issues,Medium,Open,2025-12-05,0.95
CMP800182,User_54959,Kanchipuram,Web Portal,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Low,Open,2025-03-15,0.95
CMP800183,User_80011,Vellore,Web Portal,Requesting a public hearing regarding the new commercial project in our area.,General Administrative Department,High,In Progress,2025-03-27,0.95
CMP800184,User_82954,Vellore,Mobile App,The speed breaker near the hospital is not painted and is invisible at night.,Road & Infrastructure Issues,High,Open,2025-10-27,0.95
CMP800185,User_19648,Madurai,Mobile App,The science laboratory lacks basic equipment for conducting practical exams.,Education & School Issues,High,Resolved,2025-08-20,0.95
CMP800186,User_17195,Trichy,Mobile App,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Low,Resolved,2025-10-14,0.95
CMP800187,User_36227,Chennai,Call Center,The application for my community certificate has been pending for over three months.,Government Service Delivery Issues,Low,Open,2025-03-06,0.95
CMP800188,User_95492,Kanchipuram,Web Portal,Unmarked road cuttings for cable work have not been filled back properly.,Road & Infrastructure Issues,High,Open,2025-11-18,0.95
CMP800189,User_11178,Vellore,Mobile App,Doctors at the government clinic are referring patients to private pharmacies for profit.,Health & Medical Issues,High,Resolved,2025-12-06,0.95
CMP800190,User_27175,Trichy,Call Center,I have received an abnormally high electricity bill despite minimal usage this month.,Electricity Issues,Low,In Progress,2026-02-13,0.95
CMP800191,User_43537,Salem,Call Center,The sanitation workers are demanding extra money for regular waste collection.,Garbage & Sanitation Issues,Medium,Resolved,2025-03-08,0.95
CMP800192,User_49489,Tirunelveli,Web Portal,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,Medium,In Progress,2025-10-25,0.95
CMP800193,User_65631,Kanchipuram,Call Center,We have not received any water supply for the past three consecutive days in our area.,Water Supply Issues,Low,Open,2025-10-30,0.95
CMP800194,User_99471,Kanchipuram,Call Center,"Desks and benches are broken, and children are forced to sit on the floor.",Education & School Issues,Medium,In Progress,2025-06-04,0.95
CMP800195,User_90827,Coimbatore,Web Portal,"Pigs are roaming in the garbage heaps near the residential colony, spreading disease.",Animal & Wildlife Issues,Medium,Resolved,2026-02-06,0.95
CMP800196,User_37726,Erode,Mobile App,A poisonous snake was spotted in the garden of a house near the public park.,Animal & Wildlife Issues,Medium,Resolved,2025-11-28,0.95
CMP800197,User_25093,Tirunelveli,Call Center,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Low,Open,2026-01-08,0.95
CMP800198,User_87994,Vellore,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,Open,2025-11-08,0.95
CMP800199,User_73689,Tirunelveli,Mobile App,"An open drainage line is blocked, causing sewage water to overflow onto the road.",Garbage & Sanitation Issues,High,Open,2026-01-20,0.95
CMP800200,User_40928,Salem,Call Center,The E-Seva center in our area remains closed during official working hours.,Government Service Delivery Issues,High,Open,2025-03-14,0.95
CMP800201,User_44283,Chennai,Call Center,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Low,In Progress,2025-09-08,0.95
CMP800202,User_31905,Thanjavur,Mobile App,Frequent unannounced power cuts are happening every two hours throughout the day.,Electricity Issues,High,Resolved,2025-08-30,0.95
CMP800203,User_92519,Salem,Mobile App,The CCTV cameras installed at the main junction are non-functional.,Public Safety & Law Issues,High,In Progress,2025-08-02,0.95
CMP800204,User_31050,Erode,Call Center,The application for my community certificate has been pending for over three months.,Government Service Delivery Issues,Medium,Open,2025-08-23,0.95
CMP800205,User_77034,Erode,Call Center,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Medium,In Progress,2026-01-05,0.95
CMP800206,User_85174,Chennai,Mobile App,The sanitation workers are demanding extra money for regular waste collection.,Garbage & Sanitation Issues,High,In Progress,2025-09-29,0.95
CMP800207,User_49205,Erode,Web Portal,"The school playground is filled with thorns and stones, making it unsafe for play.",Education & School Issues,Medium,Open,2025-12-19,0.95
CMP800208,User_28888,Salem,Web Portal,Medical waste from a nearby clinic is being disposed of in the common dustbin.,Garbage & Sanitation Issues,High,Resolved,2026-01-05,0.95
CMP800209,User_11496,Vellore,Call Center,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,Medium,In Progress,2025-09-10,0.95
CMP800210,User_19801,Trichy,Web Portal,I have received an abnormally high electricity bill despite minimal usage this month.,Electricity Issues,High,Open,2025-11-24,0.95
CMP800211,User_58325,Coimbatore,Mobile App,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,High,In Progress,2026-01-01,0.95
CMP800212,User_35117,Tirunelveli,Call Center,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,High,Resolved,2025-07-02,0.95
CMP800213,User_54001,Thanjavur,Mobile App,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,Resolved,2025-08-30,0.95
CMP800214,User_93523,Salem,Web Portal,The application for my community certificate has been pending for over three months.,Government Service Delivery Issues,High,Resolved,2025-03-24,0.95
CMP800215,User_51502,Coimbatore,Web Portal,There is a terrible stench in the area due to animal waste dumped in the open.,Garbage & Sanitation Issues,Medium,Resolved,2025-05-25,0.95
CMP800216,User_35995,Salem,Mobile App,High voltage fluctuations have damaged several electronic appliances in our house.,Electricity Issues,Low,In Progress,2025-11-06,0.95
CMP800217,User_49267,Tirunelveli,Mobile App,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,High,Open,2025-07-05,0.95
CMP800218,User_25653,Trichy,Call Center,"Cattle owners are leaving their cows on the main road, causing traffic hazards.",Animal & Wildlife Issues,Medium,In Progress,2025-05-26,0.95
CMP800219,User_58327,Kanchipuram,Web Portal,Medical waste from a nearby clinic is being disposed of in the common dustbin.,Garbage & Sanitation Issues,Low,Open,2026-02-15,0.95
CMP800220,User_39371,Erode,Call Center,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,Medium,Resolved,2025-11-22,0.95
CMP800221,User_83134,Trichy,Call Center,The roof of the government primary school is leaking heavily during the rains.,Education & School Issues,Low,Resolved,2025-10-26,0.95
CMP800222,User_15111,Madurai,Mobile App,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Low,Resolved,2025-03-03,0.95
CMP800223,User_80612,Salem,Web Portal,Medical waste from a nearby clinic is being disposed of in the common dustbin.,Garbage & Sanitation Issues,High,In Progress,2025-07-24,0.95
CMP800224,User_63040,Tirunelveli,Web Portal,It is very difficult to get an appointment for Aadhaar card correction in our zone.,Government Service Delivery Issues,Medium,Resolved,2025-06-16,0.95
CMP800225,User_69424,Salem,Call Center,There is no separate toilet facility for girl students in the middle school.,Education & School Issues,Low,Resolved,2025-12-14,0.95
CMP800226,User_25749,Kanchipuram,Call Center,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,High,Open,2025-12-22,0.95
CMP800227,User_55192,Thanjavur,Mobile App,Unmarked road cuttings for cable work have not been filled back properly.,Road & Infrastructure Issues,Low,Open,2025-12-07,0.95
CMP800228,User_21408,Thanjavur,Mobile App,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Medium,Resolved,2025-09-16,0.95
CMP800229,User_61275,Trichy,Mobile App,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Low,Resolved,2026-01-02,0.95
CMP800230,User_76221,Trichy,Mobile App,The roof of the government primary school is leaking heavily during the rains.,Education & School Issues,High,Resolved,2025-05-15,0.95
CMP800231,User_94919,Chennai,Mobile App,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Medium,Resolved,2026-01-12,0.95
CMP800232,User_48541,Kanchipuram,Call Center,The power cable connecting to our house has snapped due to heavy winds.,Electricity Issues,Low,In Progress,2025-03-05,0.95
CMP800233,User_23628,Vellore,Mobile App,Suspicious individuals have been seen wandering around the residential area lately.,Public Safety & Law Issues,Low,In Progress,2025-09-18,0.95
CMP800234,User_99873,Vellore,Mobile App,"Cattle owners are leaving their cows on the main road, causing traffic hazards.",Animal & Wildlife Issues,High,Open,2025-09-30,0.95
CMP800235,User_81183,Kanchipuram,Web Portal,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,High,Open,2025-05-28,0.95
CMP800236,User_54197,Thanjavur,Mobile App,There is a conflict regarding the ownership of the common land used for festivals.,General Administrative Department,Low,Open,2025-10-30,0.95
CMP800237,User_87961,Madurai,Mobile App,Illegal parking of heavy trucks is causing massive traffic jams during peak hours.,Public Safety & Law Issues,Low,Resolved,2025-04-22,0.95
CMP800238,User_68191,Madurai,Mobile App,The garbage collection truck has not visited our street for the last ten days.,Garbage & Sanitation Issues,High,Resolved,2026-01-25,0.95
CMP800239,User_92299,Thanjavur,Mobile App,The traffic signal at the main crossroad is stuck on red for all directions.,Public Safety & Law Issues,Medium,Resolved,2025-08-03,0.95
CMP800240,User_58955,Kanchipuram,Call Center,The sanitation workers are demanding extra money for regular waste collection.,Garbage & Sanitation Issues,Medium,Resolved,2025-09-06,0.95
CMP800241,User_97904,Vellore,Web Portal,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,High,In Progress,2025-08-13,0.95
CMP800242,User_28122,Tirunelveli,Mobile App,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Medium,Resolved,2025-05-07,0.95
CMP800243,User_41947,Tirunelveli,Mobile App,The roof of the government primary school is leaking heavily during the rains.,Education & School Issues,Low,Resolved,2026-01-15,0.95
CMP800244,User_95717,Erode,Call Center,The online portal for paying property tax is frequently crashing and not working.,Government Service Delivery Issues,Low,Resolved,2025-05-25,0.95
CMP800245,User_63705,Madurai,Mobile App,The traffic signal at the main crossroad is stuck on red for all directions.,Public Safety & Law Issues,High,Resolved,2026-01-23,0.95
CMP800246,User_98848,Salem,Call Center,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,Low,In Progress,2025-08-08,0.95
CMP800247,User_22347,Thanjavur,Call Center,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,High,Open,2025-10-13,0.95
CMP800248,User_12102,Tirunelveli,Call Center,Mosquitoes are breeding heavily in the stagnant sewage water near our apartment.,Garbage & Sanitation Issues,High,Open,2025-12-16,0.95
CMP800249,User_70095,Madurai,Mobile App,Requesting regular police patrolling during the night to prevent house burglaries.,Public Safety & Law Issues,Low,Resolved,2025-07-12,0.95
CMP800250,User_95626,Madurai,Mobile App,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,High,Resolved,2025-07-19,0.95
